Video,Predicted,Real,Fake,Total,Label,Accuracy (%),Real (%),Fake (%)
15_18__kitchen_still__V5VHLCOW.mp4,0,31,0,31,0,100,100,0
15_18__outside_talking_pan_laughing__V5VHLCOW.mp4,0,30,1,31,0,100,96.77419355,3.225806452
15_18__outside_talking_still_laughing__V5VHLCOW.mp4,0,31,0,31,0,100,100,0
15_18__talking_angry_couch__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
15_18__walking_and_outside_surprised__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
15_18__walking_down_indoor_hall_disgust__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
15_18__walking_down_street_outside_angry__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
15_18__walk_down_hall_angry__V5VHLCOW.mp4,0,24,7,31,0,100,77.41935484,22.58064516
15_20__hugging_happy__99NHTFBM.mp4,1,0,31,31,0,0,0,100
15_20__kitchen_pan__99NHTFBM.mp4,0,24,7,31,0,100,77.41935484,22.58064516
15_20__outside_talking_pan_laughing__99NHTFBM.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_20__outside_talking_still_laughing__99NHTFBM.mp4,0,31,0,31,0,100,100,0
15_20__podium_speech_happy__99NHTFBM.mp4,1,8,23,31,0,0,25.80645161,74.19354839
15_20__talking_angry_couch__99NHTFBM.mp4,1,0,31,31,0,0,0,100
15_20__walking_down_indoor_hall_disgust__99NHTFBM.mp4,1,0,31,31,0,0,0,100
15_20__walking_down_indoor_hall_disgust__CYD62VPP.mp4,1,0,31,31,0,0,0,100
15_20__walking_outside_cafe_disgusted__99NHTFBM.mp4,1,15,16,31,0,0,48.38709677,51.61290323
15_21__exit_phone_room__87WSBJP3.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_21__exit_phone_room__JDPD580N.mp4,0,29,2,31,0,100,93.5483871,6.451612903
15_21__hugging_happy__87WSBJP3.mp4,1,0,31,31,0,0,0,100
15_21__kitchen_pan__87WSBJP3.mp4,1,15,16,31,0,0,48.38709677,51.61290323
15_21__outside_talking_pan_laughing__87WSBJP3.mp4,0,24,7,31,0,100,77.41935484,22.58064516
15_21__talking_against_wall__87WSBJP3.mp4,1,0,31,31,0,0,0,100
15_21__talking_angry_couch__JDPD580N.mp4,1,0,31,31,0,0,0,100
15_21__walking_down_indoor_hall_disgust__87WSBJP3.mp4,1,0,31,31,0,0,0,100
15_21__walking_outside_cafe_disgusted__87WSBJP3.mp4,0,17,14,31,0,100,54.83870968,45.16129032
15_25__outside_talking_pan_laughing__BXVA6VQB.mp4,0,31,0,31,0,100,100,0
15_25__talking_angry_couch__FF95NMIQ.mp4,1,0,31,31,0,0,0,100
15_25__walking_down_street_outside_angry__FF95NMIQ.mp4,1,0,31,31,0,0,0,100
15_25__walking_outside_cafe_disgusted__BXVA6VQB.mp4,1,14,17,31,0,0,45.16129032,54.83870968
15_26__walking_down_street_outside_angry__JHMUZFIJ.mp4,1,0,31,31,0,0,0,100
15_27__outside_talking_still_laughing__WZ4MLUAV.mp4,0,31,0,31,0,100,100,0
15_27__podium_speech_happy__2ERUWYH8.mp4,1,2,29,31,0,0,6.451612903,93.5483871
16_05__exit_phone_room__4MEM6YNQ.mp4,0,31,0,31,0,100,100,0
16_05__hugging_happy__053HPS1G.mp4,1,7,24,31,0,0,22.58064516,77.41935484
16_05__hugging_happy__V7BK27TX.mp4,1,11,20,31,0,0,35.48387097,64.51612903
16_05__kitchen_still__053HPS1G.mp4,0,21,10,31,0,100,67.74193548,32.25806452
16_05__outside_talking_pan_laughing__053HPS1G.mp4,0,31,0,31,0,100,100,0
16_05__podium_speech_happy__053HPS1G.mp4,0,31,0,31,0,100,100,0
16_05__podium_speech_happy__SYY41YGX.mp4,0,31,0,31,0,100,100,0
16_05__walking_down_street_outside_angry__94435UY3.mp4,1,0,31,31,0,0,0,100
16_05__walking_down_street_outside_angry__BY646B4R.mp4,1,0,31,31,0,0,0,100
16_05__walking_outside_cafe_disgusted__053HPS1G.mp4,0,28,3,31,0,100,90.32258065,9.677419355
16_05__walking_outside_cafe_disgusted__94435UY3.mp4,0,30,1,31,0,100,96.77419355,3.225806452
16_05__walk_down_hall_angry__O56DDU3S.mp4,0,31,0,31,0,100,100,0
16_05__walk_down_hall_angry__V7BK27TX.mp4,0,31,0,31,0,100,100,0
16_08__exit_phone_room__8Q7JCS95.mp4,0,31,0,31,0,100,100,0
16_08__hugging_happy__8Q7JCS95.mp4,1,7,24,31,0,0,22.58064516,77.41935484
16_08__kitchen_pan__8Q7JCS95.mp4,0,31,0,31,0,100,100,0
16_08__kitchen_still__8Q7JCS95.mp4,0,26,5,31,0,100,83.87096774,16.12903226
16_08__podium_speech_happy__8Q7JCS95.mp4,0,31,0,31,0,100,100,0
16_08__talking_against_wall__8Q7JCS95.mp4,0,31,0,31,0,100,100,0
16_08__walking_down_indoor_hall_disgust__8Q7JCS95.mp4,1,0,31,31,0,0,0,100
16_17__exit_phone_room__S7UMSIQV.mp4,0,31,0,31,0,100,100,0
16_17__hugging_happy__S7UMSIQV.mp4,1,8,23,31,0,0,25.80645161,74.19354839
16_17__outside_talking_pan_laughing__EWJJTZHY.mp4,0,31,0,31,0,100,100,0
16_17__outside_talking_pan_laughing__S7UMSIQV.mp4,0,31,0,31,0,100,100,0
16_17__podium_speech_happy__EWJJTZHY.mp4,0,31,0,31,0,100,100,0
16_17__talking_against_wall__S7UMSIQV.mp4,0,31,0,31,0,100,100,0
16_17__walking_down_indoor_hall_disgust__S7UMSIQV.mp4,1,0,31,31,0,0,0,100
16_17__walking_outside_cafe_disgusted__S7UMSIQV.mp4,0,30,1,31,0,100,96.77419355,3.225806452
16_17__walk_down_hall_angry__EWJJTZHY.mp4,0,31,0,31,0,100,100,0
16_17__walk_down_hall_angry__S7UMSIQV.mp4,0,31,0,31,0,100,100,0
16_28__hugging_happy__X5FNCYON.mp4,1,8,23,31,0,0,25.80645161,74.19354839
16_28__kitchen_pan__6DWLCU6T.mp4,0,29,2,31,0,100,93.5483871,6.451612903
16_28__kitchen_still__NAZP864W.mp4,0,16,15,31,0,100,51.61290323,48.38709677
16_28__kitchen_still__U757192N.mp4,0,23,8,31,0,100,74.19354839,25.80645161
16_28__outside_talking_pan_laughing__OANAQYD5.mp4,0,31,0,31,0,100,100,0
16_28__outside_talking_pan_laughing__U757192N.mp4,0,31,0,31,0,100,100,0
16_28__outside_talking_pan_laughing__X5FNCYON.mp4,0,31,0,31,0,100,100,0
16_28__podium_speech_happy__6DWLCU6T.mp4,0,31,0,31,0,100,100,0
16_28__walking_outside_cafe_disgusted__R1QD0XDQ.mp4,0,30,1,31,0,100,96.77419355,3.225806452
17_05__hugging_happy__C4VHXZFY.mp4,1,2,29,31,0,0,6.451612903,93.5483871
17_05__hugging_happy__YTJYYDO9.mp4,1,2,29,31,0,0,6.451612903,93.5483871
17_05__kitchen_pan__C4VHXZFY.mp4,1,9,22,31,0,0,29.03225806,70.96774194
17_05__kitchen_pan__M3H96PDQ.mp4,1,8,23,31,0,0,25.80645161,74.19354839
17_05__talking_against_wall__YTJYYDO9.mp4,1,0,31,31,0,0,0,100
17_05__walk_down_hall_angry__YTJYYDO9.mp4,0,31,0,31,0,100,100,0
17_08__exit_phone_room__CFIY1YEQ.mp4,0,31,0,31,0,100,100,0
17_08__hugging_happy__05AN86QA.mp4,1,2,29,31,0,0,6.451612903,93.5483871
17_08__kitchen_still__ZCEYWYTC.mp4,0,31,0,31,0,100,100,0
17_08__outside_talking_still_laughing__PBVFRHF5.mp4,1,0,31,31,0,0,0,100
17_08__podium_speech_happy__ISS1V0B1.mp4,0,31,0,31,0,100,100,0
17_08__podium_speech_happy__JZYRLJ8T.mp4,0,31,0,31,0,100,100,0
17_08__podium_speech_happy__ZCEYWYTC.mp4,0,31,0,31,0,100,100,0
17_08__talking_against_wall__ISS1V0B1.mp4,1,0,31,31,0,0,0,100
17_08__talking_against_wall__QOX5NWIJ.mp4,1,0,31,31,0,0,0,100
17_08__talking_angry_couch__05AN86QA.mp4,1,0,31,31,0,0,0,100
17_08__walking_down_indoor_hall_disgust__JZYRLJ8T.mp4,1,0,31,31,0,0,0,100
17_08__walk_down_hall_angry__ISS1V0B1.mp4,0,31,0,31,0,100,100,0
17_16__exit_phone_room__S7UMSIQV.mp4,0,31,0,31,0,100,100,0
17_16__hugging_happy__S7UMSIQV.mp4,1,1,30,31,0,0,3.225806452,96.77419355
17_16__outside_talking_pan_laughing__EWJJTZHY.mp4,0,21,10,31,0,100,67.74193548,32.25806452
17_16__outside_talking_pan_laughing__S7UMSIQV.mp4,0,23,8,31,0,100,74.19354839,25.80645161
17_16__podium_speech_happy__EWJJTZHY.mp4,0,31,0,31,0,100,100,0
17_16__talking_against_wall__S7UMSIQV.mp4,1,0,31,31,0,0,0,100
17_16__walking_down_indoor_hall_disgust__P141P1QH.mp4,1,0,31,31,0,0,0,100
17_16__walking_down_indoor_hall_disgust__S7UMSIQV.mp4,1,0,31,31,0,0,0,100
17_16__walk_down_hall_angry__EWJJTZHY.mp4,0,29,2,31,0,100,93.5483871,6.451612903
17_16__walk_down_hall_angry__P141P1QH.mp4,0,31,0,31,0,100,100,0
17_16__walk_down_hall_angry__S7UMSIQV.mp4,0,30,1,31,0,100,96.77419355,3.225806452
18_02__exit_phone_room__B95S4G6F.mp4,0,31,0,31,0,100,100,0
18_02__kitchen_pan__OXMEEFUQ.mp4,1,13,18,31,0,0,41.93548387,58.06451613
18_02__kitchen_still__B95S4G6F.mp4,0,31,0,31,0,100,100,0
18_02__outside_talking_still_laughing__OXMEEFUQ.mp4,1,0,31,31,0,0,0,100
18_02__secret_conversation__B95S4G6F.mp4,1,0,31,31,0,0,0,100
18_02__secret_conversation__OXMEEFUQ.mp4,1,0,31,31,0,0,0,100
18_02__walking_down_street_outside_angry__21JTDDEL.mp4,1,0,31,31,0,0,0,100
18_02__walk_down_hall_angry__B95S4G6F.mp4,0,31,0,31,0,100,100,0
18_03__exit_phone_room__22UBC0BS.mp4,0,31,0,31,0,100,100,0
18_03__exit_phone_room__32DBR8L4.mp4,0,23,8,31,0,100,74.19354839,25.80645161
18_03__exit_phone_room__N72YE748.mp4,0,23,8,31,0,100,74.19354839,25.80645161
18_03__kitchen_pan__22UBC0BS.mp4,1,15,16,31,0,0,48.38709677,51.61290323
18_03__kitchen_still__22UBC0BS.mp4,0,31,0,31,0,100,100,0
18_03__outside_talking_pan_laughing__22UBC0BS.mp4,1,1,30,31,0,0,3.225806452,96.77419355
18_03__outside_talking_pan_laughing__32DBR8L4.mp4,1,1,30,31,0,0,3.225806452,96.77419355
18_03__outside_talking_pan_laughing__8HNSXOBW.mp4,1,0,31,31,0,0,0,100
18_03__podium_speech_happy__22UBC0BS.mp4,1,0,31,31,0,0,0,100
18_03__podium_speech_happy__UEC1BI8E.mp4,1,0,31,31,0,0,0,100
18_03__secret_conversation__32DBR8L4.mp4,1,0,31,31,0,0,0,100
18_03__walking_down_street_outside_angry__22UBC0BS.mp4,1,0,31,31,0,0,0,100
18_03__walking_outside_cafe_disgusted__22UBC0BS.mp4,1,0,31,31,0,0,0,100
18_03__walking_outside_cafe_disgusted__UEC1BI8E.mp4,1,0,31,31,0,0,0,100
18_03__walk_down_hall_angry__22UBC0BS.mp4,0,31,0,31,0,100,100,0
18_03__walk_down_hall_angry__N72YE748.mp4,0,31,0,31,0,100,100,0
18_04__exit_phone_room__6J3ZFEJQ.mp4,0,31,0,31,0,100,100,0
18_04__kitchen_pan__6J3ZFEJQ.mp4,1,15,16,31,0,0,48.38709677,51.61290323
18_04__secret_conversation__6J3ZFEJQ.mp4,1,0,31,31,0,0,0,100
18_04__talking_against_wall__6J3ZFEJQ.mp4,1,0,31,31,0,0,0,100
18_04__walking_outside_cafe_disgusted__6J3ZFEJQ.mp4,1,0,31,31,0,0,0,100
18_06__exit_phone_room__H9445M6R.mp4,0,24,7,31,0,100,77.41935484,22.58064516
18_06__kitchen_pan__5HNHMK6G.mp4,1,13,18,31,0,0,41.93548387,58.06451613
18_06__kitchen_pan__XJ76YU5A.mp4,1,11,20,31,0,0,35.48387097,64.51612903
18_06__kitchen_still__XJ76YU5A.mp4,0,31,0,31,0,100,100,0
18_06__outside_talking_pan_laughing__DEA1TCLN.mp4,1,4,27,31,0,0,12.90322581,87.09677419
18_06__outside_talking_pan_laughing__OWJY9LQU.mp4,1,4,27,31,0,0,12.90322581,87.09677419
18_06__outside_talking_still_laughing__DEA1TCLN.mp4,1,0,31,31,0,0,0,100
18_06__podium_speech_happy__DEA1TCLN.mp4,1,0,31,31,0,0,0,100
18_06__podium_speech_happy__M36D0OJT.mp4,1,0,31,31,0,0,0,100
18_06__secret_conversation__DEA1TCLN.mp4,1,0,31,31,0,0,0,100
18_06__talking_against_wall__DEA1TCLN.mp4,1,0,31,31,0,0,0,100
18_06__walking_down_street_outside_angry__MVXBDKGB.mp4,1,0,31,31,0,0,0,100
18_06__walking_down_street_outside_angry__UIQG2RF4.mp4,1,0,31,31,0,0,0,100
18_06__walking_outside_cafe_disgusted__DEA1TCLN.mp4,1,0,31,31,0,0,0,100
18_06__walking_outside_cafe_disgusted__OWJY9LQU.mp4,1,0,31,31,0,0,0,100
18_06__walking_outside_cafe_disgusted__XJ76YU5A.mp4,1,0,31,31,0,0,0,100
18_09__exit_phone_room__3VP8836C.mp4,0,28,3,31,0,100,90.32258065,9.677419355
18_09__kitchen_pan__3VP8836C.mp4,1,15,16,31,0,0,48.38709677,51.61290323
18_09__kitchen_still__3VP8836C.mp4,0,31,0,31,0,100,100,0
18_09__outside_talking_pan_laughing__3VP8836C.mp4,1,2,29,31,0,0,6.451612903,93.5483871
18_09__outside_talking_still_laughing__3VP8836C.mp4,1,0,31,31,0,0,0,100
18_09__walking_down_street_outside_angry__3VP8836C.mp4,1,0,31,31,0,0,0,100
18_09__walking_outside_cafe_disgusted__3VP8836C.mp4,1,0,31,31,0,0,0,100
18_09__walk_down_hall_angry__3VP8836C.mp4,0,31,0,31,0,100,100,0
18_11__kitchen_still__PT4YKO2R.mp4,0,31,0,31,0,100,100,0
18_11__outside_talking_pan_laughing__PT4YKO2R.mp4,1,3,28,31,0,0,9.677419355,90.32258065
18_11__outside_talking_pan_laughing__TRJUIS24.mp4,1,3,28,31,0,0,9.677419355,90.32258065
18_11__podium_speech_happy__DBSWZLXL.mp4,1,0,31,31,0,0,0,100
18_11__secret_conversation__JJ1YREUN.mp4,1,0,31,31,0,0,0,100
18_11__secret_conversation__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
18_11__talking_against_wall__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
18_11__talking_against_wall__R1NMCHKG.mp4,1,0,31,31,0,0,0,100
18_11__talking_against_wall__Z5MZ8PP7.mp4,1,0,31,31,0,0,0,100
18_11__walking_down_street_outside_angry__PT4YKO2R.mp4,1,0,31,31,0,0,0,100
18_11__walking_outside_cafe_disgusted__TRJUIS24.mp4,1,0,31,31,0,0,0,100
18_11__walk_down_hall_angry__PT4YKO2R.mp4,0,31,0,31,0,100,100,0
18_12__outside_talking_pan_laughing__IKH1LBBY.mp4,1,5,26,31,0,0,16.12903226,83.87096774
18_12__outside_talking_still_laughing__IKH1LBBY.mp4,1,0,31,31,0,0,0,100
18_12__talking_against_wall__IKH1LBBY.mp4,1,0,31,31,0,0,0,100
18_12__walking_outside_cafe_disgusted__IKH1LBBY.mp4,1,0,31,31,0,0,0,100
18_13__outside_talking_still_laughing__3II4T6H5.mp4,1,0,31,31,0,0,0,100
18_14__exit_phone_room__0YRBHIKG.mp4,0,22,9,31,0,100,70.96774194,29.03225806
18_14__exit_phone_room__6SB2BR0A.mp4,0,24,7,31,0,100,77.41935484,22.58064516
18_14__exit_phone_room__MAEROFMR.mp4,0,26,5,31,0,100,83.87096774,16.12903226
18_14__kitchen_pan__A5A1Q467.mp4,1,14,17,31,0,0,45.16129032,54.83870968
18_14__kitchen_still__0YRBHIKG.mp4,0,31,0,31,0,100,100,0
18_14__kitchen_still__A5A1Q467.mp4,0,31,0,31,0,100,100,0
18_14__outside_talking_still_laughing__6SB2BR0A.mp4,1,0,31,31,0,0,0,100
18_14__podium_speech_happy__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
18_14__secret_conversation__A5A1Q467.mp4,1,0,31,31,0,0,0,100
18_14__secret_conversation__HYMNQ00Q.mp4,1,0,31,31,0,0,0,100
18_14__secret_conversation__MAEROFMR.mp4,1,0,31,31,0,0,0,100
18_14__talking_against_wall__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
18_14__talking_against_wall__A5A1Q467.mp4,1,0,31,31,0,0,0,100
18_14__walking_outside_cafe_disgusted__0YRBHIKG.mp4,1,0,31,31,0,0,0,100
18_14__walk_down_hall_angry__A5A1Q467.mp4,0,31,0,31,0,100,100,0
18_15__kitchen_pan__V5VHLCOW.mp4,1,12,19,31,0,0,38.70967742,61.29032258
18_15__kitchen_still__V5VHLCOW.mp4,0,31,0,31,0,100,100,0
18_15__outside_talking_pan_laughing__V5VHLCOW.mp4,1,4,27,31,0,0,12.90322581,87.09677419
18_15__outside_talking_still_laughing__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
18_15__secret_conversation__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
18_15__walking_down_street_outside_angry__V5VHLCOW.mp4,1,0,31,31,0,0,0,100
18_15__walk_down_hall_angry__V5VHLCOW.mp4,0,31,0,31,0,100,100,0
18_20__outside_talking_pan_laughing__8BMQOD7S.mp4,1,4,27,31,0,0,12.90322581,87.09677419
18_20__walking_outside_cafe_disgusted__8BMQOD7S.mp4,1,0,31,31,0,0,0,100
18_21__outside_talking_pan_laughing__PQFTWVRQ.mp4,1,3,28,31,0,0,9.677419355,90.32258065
18_25__exit_phone_room__AUC0HY5T.mp4,0,28,3,31,0,100,90.32258065,9.677419355
18_25__outside_talking_pan_laughing__41UL3HO6.mp4,1,6,25,31,0,0,19.35483871,80.64516129
18_25__outside_talking_pan_laughing__AUC0HY5T.mp4,1,2,29,31,0,0,6.451612903,93.5483871
18_25__outside_talking_pan_laughing__SEGFKFJG.mp4,1,3,28,31,0,0,9.677419355,90.32258065
18_25__podium_speech_happy__SEGFKFJG.mp4,1,0,31,31,0,0,0,100
18_25__talking_against_wall__SEGFKFJG.mp4,1,0,31,31,0,0,0,100
18_25__walking_down_street_outside_angry__41UL3HO6.mp4,1,0,31,31,0,0,0,100
18_25__walking_outside_cafe_disgusted__SEGFKFJG.mp4,1,0,31,31,0,0,0,100
18_25__walk_down_hall_angry__AUC0HY5T.mp4,0,31,0,31,0,100,100,0
18_26__exit_phone_room__AI94QW74.mp4,0,31,0,31,0,100,100,0
18_26__kitchen_still__C9VUQS9O.mp4,0,31,0,31,0,100,100,0
18_26__kitchen_still__UMEX6HWU.mp4,0,31,0,31,0,100,100,0
18_26__outside_talking_still_laughing__AI94QW74.mp4,1,0,31,31,0,0,0,100
18_26__outside_talking_still_laughing__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
18_26__podium_speech_happy__C9VUQS9O.mp4,1,0,31,31,0,0,0,100
18_26__podium_speech_happy__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
18_26__secret_conversation__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
18_26__talking_against_wall__AI94QW74.mp4,1,0,31,31,0,0,0,100
18_26__talking_against_wall__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
18_26__walking_down_street_outside_angry__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
18_26__walking_outside_cafe_disgusted__UMEX6HWU.mp4,1,0,31,31,0,0,0,100
18_26__walk_down_hall_angry__AI94QW74.mp4,0,31,0,31,0,100,100,0
18_26__walk_down_hall_angry__C9VUQS9O.mp4,0,31,0,31,0,100,100,0
18_26__walk_down_hall_angry__UMEX6HWU.mp4,0,31,0,31,0,100,100,0
18_27__kitchen_pan__BSOLX3SI.mp4,1,13,18,31,0,0,41.93548387,58.06451613
18_27__kitchen_pan__G7OOOUCX.mp4,1,12,19,31,0,0,38.70967742,61.29032258
18_27__kitchen_pan__GRZ07XTD.mp4,1,12,19,31,0,0,38.70967742,61.29032258
18_27__kitchen_still__NYHE8D0J.mp4,0,31,0,31,0,100,100,0
18_27__outside_talking_pan_laughing__NYHE8D0J.mp4,1,4,27,31,0,0,12.90322581,87.09677419
18_27__outside_talking_still_laughing__G7OOOUCX.mp4,1,0,31,31,0,0,0,100
18_27__outside_talking_still_laughing__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
18_27__talking_against_wall__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
18_27__walking_outside_cafe_disgusted__NYHE8D0J.mp4,1,0,31,31,0,0,0,100
18_27__walk_down_hall_angry__BSOLX3SI.mp4,0,31,0,31,0,100,100,0
18_27__walk_down_hall_angry__NYHE8D0J.mp4,0,31,0,31,0,100,100,0
19_10__exit_phone_room__BVVPN5D5.mp4,0,31,0,31,0,100,100,0
19_10__exit_phone_room__IDX76N5R.mp4,0,31,0,31,0,100,100,0
19_10__kitchen_still__IDX76N5R.mp4,0,29,2,31,0,100,93.5483871,6.451612903
19_10__outside_talking_pan_laughing__FFXB67PI.mp4,1,7,24,31,0,0,22.58064516,77.41935484
19_10__podium_speech_happy__FFXB67PI.mp4,0,31,0,31,0,100,100,0
19_10__talking_against_wall__O2IKR6YM.mp4,1,8,23,31,0,0,25.80645161,74.19354839
19_10__talking_angry_couch__BVVPN5D5.mp4,1,0,31,31,0,0,0,100
19_10__walking_down_street_outside_angry__O2IKR6YM.mp4,1,0,31,31,0,0,0,100
19_10__walking_down_street_outside_angry__QNZIMEJH.mp4,1,0,31,31,0,0,0,100
19_10__walk_down_hall_angry__BVVPN5D5.mp4,0,31,0,31,0,100,100,0
19_22__kitchen_still__VK6BF5NV.mp4,0,31,0,31,0,100,100,0
19_22__outside_talking_pan_laughing__VK6BF5NV.mp4,1,7,24,31,0,0,22.58064516,77.41935484
19_22__talking_against_wall__VK6BF5NV.mp4,1,8,23,31,0,0,25.80645161,74.19354839
19_22__walking_outside_cafe_disgusted__VK6BF5NV.mp4,0,24,7,31,0,100,77.41935484,22.58064516
19_22__walk_down_hall_angry__VK6BF5NV.mp4,0,31,0,31,0,100,100,0
19_23__kitchen_pan__H4SUVFTL.mp4,0,30,1,31,0,100,96.77419355,3.225806452
19_23__kitchen_pan__WHQ1229T.mp4,0,31,0,31,0,100,100,0
19_23__kitchen_still__WHQ1229T.mp4,0,31,0,31,0,100,100,0
19_23__outside_talking_pan_laughing__H4SUVFTL.mp4,1,5,26,31,0,0,16.12903226,83.87096774
19_23__podium_speech_happy__D1K19NUP.mp4,0,31,0,31,0,100,100,0
19_23__secret_conversation__D1K19NUP.mp4,0,16,15,31,0,100,51.61290323,48.38709677
19_23__secret_conversation__H4SUVFTL.mp4,1,15,16,31,0,0,48.38709677,51.61290323
19_23__talking_against_wall__H4SUVFTL.mp4,1,5,26,31,0,0,16.12903226,83.87096774
19_23__talking_angry_couch__F7U8UY7V.mp4,1,0,31,31,0,0,0,100
19_23__talking_angry_couch__WHQ1229T.mp4,1,0,31,31,0,0,0,100
19_23__walking_outside_cafe_disgusted__D1K19NUP.mp4,0,24,7,31,0,100,77.41935484,22.58064516
19_23__walking_outside_cafe_disgusted__F7U8UY7V.mp4,0,29,2,31,0,100,93.5483871,6.451612903
19_23__walking_outside_cafe_disgusted__H4SUVFTL.mp4,0,29,2,31,0,100,93.5483871,6.451612903
19_23__walking_outside_cafe_disgusted__WHQ1229T.mp4,0,22,9,31,0,100,70.96774194,29.03225806
19_23__walk_down_hall_angry__F7U8UY7V.mp4,0,31,0,31,0,100,100,0
19_23__walk_down_hall_angry__H4SUVFTL.mp4,0,31,0,31,0,100,100,0
19_24__exit_phone_room__59PN7WZ2.mp4,0,31,0,31,0,100,100,0
19_24__exit_phone_room__QD5K7BP2.mp4,0,31,0,31,0,100,100,0
19_24__kitchen_pan__NPZW2Z9L.mp4,0,31,0,31,0,100,100,0
19_24__kitchen_pan__QD5K7BP2.mp4,0,30,1,31,0,100,96.77419355,3.225806452
19_24__kitchen_still__0ZFOV5ZE.mp4,0,31,0,31,0,100,100,0
19_24__kitchen_still__GNHYZ84G.mp4,0,31,0,31,0,100,100,0
19_24__outside_talking_pan_laughing__59PN7WZ2.mp4,1,6,25,31,0,0,19.35483871,80.64516129
19_24__outside_talking_pan_laughing__OF8LF68K.mp4,1,6,25,31,0,0,19.35483871,80.64516129
19_24__outside_talking_still_laughing__59PN7WZ2.mp4,0,31,0,31,0,100,100,0
19_24__outside_talking_still_laughing__DL7X7M6I.mp4,0,31,0,31,0,100,100,0
19_24__outside_talking_still_laughing__NPZW2Z9L.mp4,0,31,0,31,0,100,100,0
19_24__podium_speech_happy__LVZNRK9S.mp4,0,31,0,31,0,100,100,0
19_24__podium_speech_happy__OF8LF68K.mp4,0,31,0,31,0,100,100,0
19_24__podium_speech_happy__QD5K7BP2.mp4,0,31,0,31,0,100,100,0
19_24__secret_conversation__59PN7WZ2.mp4,1,13,18,31,0,0,41.93548387,58.06451613
19_24__secret_conversation__DL7X7M6I.mp4,1,9,22,31,0,0,29.03225806,70.96774194
19_24__secret_conversation__LVZNRK9S.mp4,1,12,19,31,0,0,38.70967742,61.29032258
19_24__secret_conversation__NPZW2Z9L.mp4,1,10,21,31,0,0,32.25806452,67.74193548
19_24__secret_conversation__QD5K7BP2.mp4,1,13,18,31,0,0,41.93548387,58.06451613
19_24__talking_against_wall__0ZFOV5ZE.mp4,1,7,24,31,0,0,22.58064516,77.41935484
19_24__talking_against_wall__QD5K7BP2.mp4,1,4,27,31,0,0,12.90322581,87.09677419
19_24__talking_angry_couch__W1DEM0XM.mp4,1,0,31,31,0,0,0,100
19_24__walking_down_street_outside_angry__59PN7WZ2.mp4,1,0,31,31,0,0,0,100
19_24__walking_down_street_outside_angry__GNHYZ84G.mp4,1,0,31,31,0,0,0,100
19_24__walking_down_street_outside_angry__QD5K7BP2.mp4,1,0,31,31,0,0,0,100
19_24__walking_outside_cafe_disgusted__RKQTC50P.mp4,0,28,3,31,0,100,90.32258065,9.677419355
19_24__walk_down_hall_angry__59PN7WZ2.mp4,0,31,0,31,0,100,100,0
19_24__walk_down_hall_angry__OF8LF68K.mp4,0,31,0,31,0,100,100,0
19_24__walk_down_hall_angry__QD5K7BP2.mp4,0,31,0,31,0,100,100,0
19_24__walk_down_hall_angry__RKQTC50P.mp4,0,31,0,31,0,100,100,0
19_24__walk_down_hall_angry__W1DEM0XM.mp4,0,31,0,31,0,100,100,0
20_01__hugging_happy__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
20_01__hugging_happy__FW94AIMJ.mp4,1,0,31,31,0,0,0,100
20_01__kitchen_pan__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
20_01__kitchen_still__FW94AIMJ.mp4,1,6,25,31,0,0,19.35483871,80.64516129
20_01__outside_talking_pan_laughing__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
20_01__outside_talking_still_laughing__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
20_01__outside_talking_still_laughing__D8GWGO2A.mp4,1,0,31,31,0,0,0,100
20_01__outside_talking_still_laughing__FW94AIMJ.mp4,1,0,31,31,0,0,0,100
20_01__secret_conversation__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
20_01__secret_conversation__FW94AIMJ.mp4,1,1,30,31,0,0,3.225806452,96.77419355
20_01__talking_angry_couch__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
20_01__talking_angry_couch__FW94AIMJ.mp4,1,0,31,31,0,0,0,100
20_01__walking_and_outside_surprised__6UBMLXK3.mp4,1,0,31,31,0,0,0,100
